country,currency,supermarket,id,ean,name,brand,category,url,image_links
ES,EUR,EROSKI-MARKETPLACE,mp11830,0045496452711,"Nintendo Switch Lite videoconsola portátil 14 cm (5.5"") 32 GB Pantalla táctil Wifi",NINTENDO,Electrónica > Consolas y videojuegos > Consolas > Nintendo Switch,https://supermercado.eroski.es/es/productdetail/mp11830-nintendo-switch-lite-videoconsola-portatil-14-cm-55-32-gb-pantalla-tactil-wifi/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP11830_6_x.webp
ES,EUR,EROSKI-MARKETPLACE,mp1324,8445045028619,Consola Portátil Klack X6 de 32 bits Con más de 10000 Juegos,KLACK,Electrónica > Consolas y videojuegos > Consolas > Otras consolas,https://supermercado.eroski.es/es/productdetail/mp1324-consola-portatil-klack-x6-de-32-bits-con-mas-de-10000-juegos/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP1324_1_x.webp
ES,EUR,EROSKI-MARKETPLACE,mp1324,8445045028619,Consola Portátil Klack X6 de 32 bits Con más de 10000 Juegos,KLACK,Electrónica > Consolas y videojuegos > Consolas > Otras consolas,https://supermercado.eroski.es/es/productdetail/mp1324-consola-portatil-klack-x6-de-32-bits-con-mas-de-10000-juegos/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP1324_2_x.webp
ES,EUR,EROSKI-MARKETPLACE,mp1324,8445045028619,Consola Portátil Klack X6 de 32 bits Con más de 10000 Juegos,KLACK,Electrónica > Consolas y videojuegos > Consolas > Otras consolas,https://supermercado.eroski.es/es/productdetail/mp1324-consola-portatil-klack-x6-de-32-bits-con-mas-de-10000-juegos/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP1324_3_x.webp
ES,EUR,EROSKI-MARKETPLACE,mp1324,8445045028619,Consola Portátil Klack X6 de 32 bits Con más de 10000 Juegos,KLACK,Electrónica > Consolas y videojuegos > Consolas > Otras consolas,https://supermercado.eroski.es/es/productdetail/mp1324-consola-portatil-klack-x6-de-32-bits-con-mas-de-10000-juegos/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP1324_4_x.webp
ES,EUR,EROSKI-MARKETPLACE,mp1324,8445045028619,Consola Portátil Klack X6 de 32 bits Con más de 10000 Juegos,KLACK,Electrónica > Consolas y videojuegos > Consolas > Otras consolas,https://supermercado.eroski.es/es/productdetail/mp1324-consola-portatil-klack-x6-de-32-bits-con-mas-de-10000-juegos/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP1324_5_x.webp
ES,EUR,EROSKI-MARKETPLACE,mp1324,8445045028619,Consola Portátil Klack X6 de 32 bits Con más de 10000 Juegos,KLACK,Electrónica > Consolas y videojuegos > Consolas > Otras consolas,https://supermercado.eroski.es/es/productdetail/mp1324-consola-portatil-klack-x6-de-32-bits-con-mas-de-10000-juegos/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP1324_6_x.webp
ES,EUR,EROSKI-MARKETPLACE,24951840,3550190400366,"Ensaladera de vidrio azul Marine DURALEX, 17x17x7,5 cm",DURALEX,"Hogar, bricolaje y textil > Menaje > Platos y vajillas",https://supermercado.eroski.es/es/productdetail/24951840-ensaladera-de-vidrio-azul-marine-duralex-17x17x75-cm/,https://supermercado.eroski.es/images/24951840_x.jpg
ES,EUR,EROSKI-MARKETPLACE,24951840,3550190400366,"Ensaladera de vidrio azul Marine DURALEX, 17x17x7,5 cm",DURALEX,"Hogar, bricolaje y textil > Menaje > Platos y vajillas",https://supermercado.eroski.es/es/productdetail/24951840-ensaladera-de-vidrio-azul-marine-duralex-17x17x75-cm/,https://supermercado.eroski.es/images/24951840_2_x.jpg
ES,EUR,EROSKI-MARKETPLACE,27002468,5026555438865,"Juego para Playstation 5, borderlands 4 2K",2K,Electrónica > Consolas y videojuegos > Juegos > Juegos PlayStation,https://supermercado.eroski.es/es/productdetail/27002468-juego-para-playstation-5-borderlands-4-2k/,
ES,EUR,EROSKI-MARKETPLACE,mp22717,9120080079787,Ecoplay Destroy All Humans! 2 Reprobed Single Player (PS4) Plurilingüe PlayStation,ECOPLAY,Electrónica > Consolas y videojuegos > Juegos > Juegos PlayStation,https://supermercado.eroski.es/es/productdetail/mp22717-ecoplay-destroy-all-humans-2-reprobed-single-player-ps4-plurilingue-playstation/,https://eroski.eroski-gcp.global.worldline-solutions.com/imagesMarket/MP22717_1_x.webp
